real,synth,fen,viewpoint
data/real/images/game4_frame_029464.jpg,data/synth/images/row000307_white_e3923b7b.png,3R2k1/8/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,white
data/real/images/game4_frame_031332.jpg,data/synth/images/row000310_white_fe11c15f.png,8/R6k/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white
data/real/images_rot180/game4_frame_029564_rot180.jpg,data/synth/images/row000317_black_036e6465.png,R7/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,black
data/real/images/game4_frame_036400.jpg,data/synth/images/row000319_white_31c521b7.png,5b2/R6k/8/8/4KPPP/p2N4/2r5/8,white
data/real/images_rot180/game4_frame_016136_rot180.jpg,data/synth/images/row000321_black_778bc22f.png,1R3b2/p3ppkp/6p1/3NP3/8/6P1/r4P1P/6K1,black
data/real/images/game4_frame_000604.jpg,data/synth/images/row000327_white_4d42b802.png,rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR,white
data/real/images_rot180/game4_frame_028124_rot180.jpg,data/synth/images/row000330_black_cadaf6f2.png,6k1/8/4N1p1/p2Rb2p/8/6P1/2r2P1P/5K2,black
data/real/images/game4_frame_033452.jpg,data/synth/images/row000336_white_a6bf8e3f.png,8/7k/8/7p/R2b1N2/p5P1/5PKP/r7,white
data/real/images_rot180/game4_frame_030060_rot180.jpg,data/synth/images/row000340_black_93b30df0.png,8/R4k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black
data/real/images/game4_frame_029500.jpg,data/synth/images/row000341_white_410d2cf2.png,3R4/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,white
data/real/images_rot180/game4_frame_036772_rot180.jpg,data/synth/images/row000346_black_2631f50e.png,R4bk1/8/6N1/3K4/5PPP/p6r/8/8,black
data/real/images_rot180/game4_frame_034532_rot180.jpg,data/synth/images/row000350_black_fa5616b8.png,8/7k/8/8/R4N2/p5P1/1b1r1PKP/8,black
data/real/images_rot180/game4_frame_037668_rot180.jpg,data/synth/images/row000354_black_d3c76400.png,6k1/8/5KP1/4R3/3N1P2/8/8/r7,black
data/real/images/game4_frame_036520.jpg,data/synth/images/row000363_white_784326d6.png,R4bk1/8/8/8/2r1KPPP/p2N4/8/8,white
data/real/images_rot180/game4_frame_013192_rot180.jpg,data/synth/images/row000367_black_4f849886.png,1R3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1,black
data/real/images_rot180/game4_frame_024180_rot180.jpg,data/synth/images/row000371_black_f5758b98.png,3N2k1/7p/3b2p1/p7/5R2/6P1/2r2P1P/5K2,black
data/real/images_rot180/game4_frame_037636_rot180.jpg,data/synth/images/row000375_black_a5cd8f02.png,6k1/8/6P1/4RK2/3N1P2/8/8/r7,black
data/real/images_rot180/game4_frame_012444_rot180.jpg,data/synth/images/row000376_black_f982cdf4.png,1r3rk1/p3ppbp/6p1/4P3/3B4/4R3/Pn1N1PPP/R5K1,black
data/real/images/game4_frame_038772.jpg,data/synth/images/row000379_white_c880a974.png,3k2Q1/7R/5K1N/5P2/8/8/8/6r1,white
data/real/images/game4_frame_012316.jpg,data/synth/images/row000383_white_95dfbe12.png,1r3rk1/p3ppbp/6p1/4P3/3B4/3nR3/PP1N1PPP/R5K1,white
data/real/images/game4_frame_000656.jpg,data/synth/images/row000385_white_d2472e66.png,rnbqkb1r/pp1ppppp/8/2pnP3/3P4/2P5/PP3PPP/RNBQKBNR,white
data/real/images_rot180/game4_frame_037420_rot180.jpg,data/synth/images/row000391_black_84ecff8d.png,8/4k3/4N3/r3RKP1/5P2/8/8/8,black
data/real/images/game4_frame_026828.jpg,data/synth/images/row000396_white_5ffeda4d.png,3N2k1/8/6p1/p1b4p/5R2/6P1/2r2P1P/5K2,white
data/real/images/game4_frame_000924.jpg,data/synth/images/row000398_white_6a780695.png,r1bqkb1r/pp2pppp/2n5/3np3/2BP4/5N2/PP3PPP/RNBQK2R,white
data/real/images/game4_frame_035848.jpg,data/synth/images/row000402_white_cc61d11c.png,8/7k/7b/8/R3K2P/p1rN2P1/5P2/8,white
data/real/images_rot180/game4_frame_035972_rot180.jpg,data/synth/images/row000403_black_fbe1cc53.png,5b2/7k/8/8/R3KP1P/p1rN2P1/8/8,black
data/real/images/game4_frame_035492.jpg,data/synth/images/row000404_white_12d4c909.png,8/7k/8/8/R6P/p2N1KP1/2r2P2/2b5,white
data/real/images_rot180/game4_frame_038728_rot180.jpg,data/synth/images/row000406_black_8d286399.png,3k4/6PR/5K1N/5P2/8/8/8/6r1,black
data/real/images/game4_frame_037000.jpg,data/synth/images/row000410_white_85c22571.png,R7/6k1/4N3/3K4/5PPr/p7/8/8,white
data/real/images_rot180/game4_frame_014428_rot180.jpg,data/synth/images/row000412_black_354176e4.png,6k1/p3ppbp/6p1/4P3/2Nr4/1R6/P4PPP/6K1,black
data/real/images_rot180/game4_frame_008896_rot180.jpg,data/synth/images/row000415_black_b6adaaf1.png,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP3PPP/RN2R1K1,black
data/real/images/game4_frame_000628.jpg,data/synth/images/row000418_white_daa92d91.png,rnbqkb1r/pp1ppppp/5n2/2p1P3/8/2P5/PP1P1PPP/RNBQKBNR,white
data/real/images_rot180/game4_frame_001320_rot180.jpg,data/synth/images/row000419_black_48cef811.png,r2qkb1r/pp2pppp/2n1b3/3nP3/2B5/5N2/PP3PPP/RNBQK2R,black
data/real/images/game4_frame_022252.jpg,data/synth/images/row000421_white_7a67b3f1.png,3N1b2/1R3pkp/6p1/p7/8/6P1/2r2P1P/5K2,white
data/real/images/game4_frame_038360.jpg,data/synth/images/row000422_white_c6b9947b.png,4k3/6PR/7N/5PK1/8/8/8/1r6,white
data/real/images/game4_frame_036244.jpg,data/synth/images/row000424_white_37e8dc32.png,5b2/7k/8/8/R3KPPP/p2N4/2r5/8,white
data/real/images/game4_frame_001544.jpg,data/synth/images/row000432_white_3646911f.png,r2qkb1r/pp2pp1p/2n1b1p1/3nP3/2B5/5N2/PP3PPP/RNBQ1RK1,white
data/real/images/game4_frame_004880.jpg,data/synth/images/row000441_white_c96f7319.png,r2q1rk1/pp2ppbp/2n1n1p1/4P3/8/1Q3N2/PP1B1PPP/RN2R1K1,white
data/real/images/game4_frame_004660.jpg,data/synth/images/row000445_white_3323b280.png,r2q1rk1/ppn1ppbp/2n1b1p1/4P3/2B5/1Q3N2/PP1B1PPP/RN2R1K1,white
data/real/images/game4_frame_024552.jpg,data/synth/images/row000447_white_66777727.png,3N2k1/7p/3b2p1/p7/4R3/6P1/2r2P1P/5K2,white
data/real/images_rot180/game4_frame_039008_rot180.jpg,data/synth/images/row000448_black_583306d3.png,6k1/R7/5K2/5P2/8/8/8/8,black
data/real/images_rot180/game4_frame_002156_rot180.jpg,data/synth/images/row000449_black_9baec4bd.png,r2qk2r/pp2ppbp/2n1b1p1/3nP3/2B5/1Q3N2/PP3PPP/RNB2RK1,black
data/real/images_rot180/game4_frame_019684_rot180.jpg,data/synth/images/row000450_black_d68c2efa.png,5b2/pR3pkp/2N3p1/8/8/6P1/2r2P1P/5K2,black
data/real/images_rot180/game4_frame_019488_rot180.jpg,data/synth/images/row000452_black_25280e33.png,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/5K2,black
data/real/images/game4_frame_019128.jpg,data/synth/images/row000002_white_8518a39c.png,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/6K1,white
data/real/images/game4_frame_000820.jpg,data/synth/images/row000009_white_039e9140.png,rnbqkb1r/pp2pppp/3p4/3nP3/3P4/8/PP3PPP/RNBQKBNR,white
data/real/images/game4_frame_001664.jpg,data/synth/images/row000011_white_b4b155b0.png,r2qkb1r/pp2pp1p/2n1b1p1/3nP3/2B5/1Q3N2/PP3PPP/RNB2RK1,white
data/real/images_rot180/game4_frame_025436_rot180.jpg,data/synth/images/row000013_black_b7fbb60e.png,3N2k1/7p/6p1/p1b5/5R2/6P1/2r2P1P/5K2,black
data/real/images_rot180/game4_frame_037840_rot180.jpg,data/synth/images/row000016_black_0c7249b8.png,5rk1/8/4R1P1/5NK1/5P2/8/8/8,black
data/real/images_rot180/game4_frame_037896_rot180.jpg,data/synth/images/row000018_black_5aa5a3e4.png,r5k1/8/4R1P1/5NK1/5P2/8/8/8,black
data/real/images_rot180/game4_frame_037772_rot180.jpg,data/synth/images/row000025_black_566146e0.png,r5k1/8/4RKP1/5N2/5P2/8/8/8,black
data/real/images/game4_frame_016232.jpg,data/synth/images/row000039_white_fa295957.png,5b2/pR2ppkp/6p1/3NP3/8/6P1/r4P1P/6K1,white
data/real/images_rot180/game4_frame_029184_rot180.jpg,data/synth/images/row000043_black_5fbe711a.png,6k1/8/6p1/3R3p/p4N2/2b3P1/2r2P1P/5K2,black
data/real/images/game4_frame_036556.jpg,data/synth/images/row000051_white_cda62abe.png,R4bk1/8/8/3K4/2r2PPP/p2N4/8/8,white
data/real/images/game5_frame_004752.jpg,data/synth/images/row000006_white_c7f232ff.png,r4rk1/5pbp/b2p2p1/q1pP1p2/2n5/2N1P1P1/PPQ1NPBP/R2R2K1,white
data/real/images_rot180/game5_frame_007436_rot180.jpg,data/synth/images/row000008_black_bc8a3e5b.png,rr4k1/5p1p/3p2p1/q1pPbp1P/8/4P1P1/P1R1QPB1/3R2K1,black
data/real/images/game5_frame_002360.jpg,data/synth/images/row000018_white_4c996c20.png,rnbq1rk1/pp1p1pbp/6p1/2pP1p2/2P5/2N1P1P1/PP3P1P/R2QKBNR,white
data/real/images/game5_frame_006280.jpg,data/synth/images/row000020_white_228a0770.png,r4rk1/5pbp/3p2p1/q1pP1p2/8/2N1P1P1/P3QPBP/2RR2K1,white
data/real/images/game5_frame_034708.jpg,data/synth/images/row000025_white_5d792ea9.png,3r4/P7/2B5/5p2/8/5KP1/2k5/8,white
data/real/images/game5_frame_002516.jpg,data/synth/images/row000026_white_b32c7edf.png,rnbq1rk1/pp3pbp/3p2p1/2pP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR,white
data/real/images/game5_frame_018764.jpg,data/synth/images/row000032_white_bdbb94a5.png,8/2k4p/3p2p1/1BpP1p2/P3PP2/2b3P1/4R1K1/r7,white
data/real/images/game5_frame_009332.jpg,data/synth/images/row000034_white_fb8f769a.png,1r4k1/7p/3p2p1/2pPbp2/8/r3P1P1/P1R2P2/3R1BK1,white
data/real/images/game5_frame_032060.jpg,data/synth/images/row000036_white_925b8ec3.png,8/2R5/3r4/1B3p2/P7/1kp3P1/5K2/8,white
data/real/images/game5_frame_034668.jpg,data/synth/images/row000037_white_06dce287.png,3r4/P7/8/1B3p2/8/5KP1/2k5/8,white
data/real/images_rot180/game5_frame_025284_rot180.jpg,data/synth/images/row000046_black_c5b611d2.png,8/6R1/6p1/kBpr1p2/P7/6P1/6K1/8,black
data/real/images/game5_frame_001656.jpg,data/synth/images/row000053_white_3c500bee.png,rnbq1rk1/pp1p1pbp/5pp1/2pP4/2P5/2N5/PP2PPPP/R2QKBNR,white
data/real/images/game5_frame_034412.jpg,data/synth/images/row000058_white_89d1ac55.png,8/2R5/3r4/PB3p2/8/1kp2KP1/8/8,white
data/real/images_rot180/game5_frame_000528_rot180.jpg,data/synth/images/row000060_black_c4faa183.png,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,black
data/real/images/game5_frame_018568.jpg,data/synth/images/row000062_white_c814b3fe.png,8/2k4p/3p2p1/1BpP1p2/P4P2/2b1P1P1/4R1K1/r7,white
data/real/images_rot180/game5_frame_005828_rot180.jpg,data/synth/images/row000065_black_7eb2caca.png,r4rk1/5pbp/3p2p1/q1pP1p2/8/2N1P1P1/PQ2bPBP/2RR2K1,black
data/real/images/game5_frame_001444.jpg,data/synth/images/row000072_white_8ad84057.png,rnbqk2r/pp1p1pbp/5pp1/2pP4/2P5/2N5/PP2PPPP/R2QKBNR,white
data/real/images/game5_frame_007544.jpg,data/synth/images/row000081_white_0421aae7.png,rr4k1/5p1p/q2p2p1/2pPbp1P/8/4P1P1/P1R1QPB1/3R2K1,white
data/real/images_rot180/game5_frame_011884_rot180.jpg,data/synth/images/row000098_black_61a98ee7.png,8/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2PK1/1r6,black
data/real/images_rot180/game5_frame_025004_rot180.jpg,data/synth/images/row000105_black_23de6379.png,8/7R/1k4p1/1Bpr1p2/P7/6P1/6K1/8,black
data/real/images/game5_frame_000044.jpg,data/synth/images/row000112_white_39bfca67.png,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white
data/real/images/game5_frame_034084.jpg,data/synth/images/row000115_white_61e8248b.png,8/2R5/3r4/1B3p2/P7/1kp2KP1/8/8,white
data/real/images_rot180/game5_frame_032488_rot180.jpg,data/synth/images/row000125_black_cff61bc9.png,8/2R5/4r3/1B3p2/P7/1kp1K1P1/8/8,black
data/real/images/game5_frame_032852.jpg,data/synth/images/row000127_white_a5f3aa5e.png,8/2R5/4r3/1B3p2/P2K4/1kp3P1/8/8,white
data/real/images_rot180/game5_frame_001412_rot180.jpg,data/synth/images/row000130_black_34f44ceb.png,rnbqk2r/pp1p1pbp/5pp1/2pP4/2P5/8/PP2PPPP/RN1QKBNR,black
data/real/images_rot180/game5_frame_032120_rot180.jpg,data/synth/images/row000135_black_69f0563c.png,8/2R5/3r4/1B3p2/P7/1kp1K1P1/8/8,black
data/real/images/game5_frame_003720.jpg,data/synth/images/row000138_white_3a125b5d.png,r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2Q1RK1,white
data/real/images_rot180/game5_frame_000584_rot180.jpg,data/synth/images/row000142_black_20da7b47.png,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR,black
data/real/images/game5_frame_001240.jpg,data/synth/images/row000147_white_89219bf1.png,rnbqkb1r/pp1p1ppp/5p2/2pP4/8/8/PPP1PPPP/RN1QKBNR,white
data/real/images_rot180/game5_frame_029860_rot180.jpg,data/synth/images/row000150_black_bdd90f02.png,4B3/6R1/5r2/k4p2/P1p5/6P1/6K1/8,black
data/real/images_rot180/game5_frame_008652_rot180.jpg,data/synth/images/row000152_black_f824177e.png,1r4k1/5p1p/r2p2P1/2pPbp2/8/4P1P1/P1R2PB1/3R2K1,black
data/real/images/game5_frame_030036.jpg,data/synth/images/row000156_white_57ecd775.png,4B3/2R5/5r2/5p2/Pk6/2p3P1/6K1/8,white
data/real/images_rot180/game5_frame_008620_rot180.jpg,data/synth/images/row000158_black_c03a24bb.png,1r4k1/5p1p/r2p2p1/2pPbp1P/8/4P1P1/P1R2PB1/3R2K1,black
data/real/images/game5_frame_002552.jpg,data/synth/images/row000160_white_ed7ec061.png,rnbq1rk1/p4pbp/3p2p1/1ppP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR,white
data/real/images/game5_frame_020172.jpg,data/synth/images/row000168_white_1f645be7.png,8/2k4p/3p2p1/1BpPPp2/P4P2/2b3P1/4R1K1/3r4,white
data/real/images/game5_frame_001332.jpg,data/synth/images/row000172_white_ab05bfe6.png,rnbqkb1r/pp1p1p1p/5pp1/2pP4/8/8/PPP1PPPP/RN1QKBNR,white
data/real/images_rot180/game5_frame_029960_rot180.jpg,data/synth/images/row000181_black_3cbe37fd.png,4B3/6R1/5r2/k4p2/P7/2p3P1/6K1/8,black
data/real/images/game5_frame_006956.jpg,data/synth/images/row000182_white_143b88f7.png,r4rk1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P3QPB1/2RR2K1,white
data/real/images_rot180/game5_frame_003140_rot180.jpg,data/synth/images/row000186_black_1c606856.png,rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R,black
data/real/images/game5_frame_004264.jpg,data/synth/images/row000197_white_01bf1d7c.png,r4rk1/5pbp/b2p2p1/q1pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1,white
data/real/images_rot180/game5_frame_014872_rot180.jpg,data/synth/images/row000198_black_3168f0e5.png,8/4k2p/3p2p1/1BpPbp2/P7/4P1P1/3R1PK1/r7,black
data/real/images_rot180/game5_frame_031428_rot180.jpg,data/synth/images/row000200_black_0acaff64.png,4B3/2R5/5r2/5p2/P7/1kp3P1/5K2/8,black
data/real/images/game5_frame_000752.jpg,data/synth/images/row000218_white_877ee3cb.png,rnbqkb1r/pp1p1ppp/5p2/2p5/3P4/8/PPP1PPPP/RN1QKBNR,white
data/real/images_rot180/game5_frame_002852_rot180.jpg,data/synth/images/row000223_black_acffd052.png,rnbq1rk1/p4pbp/3p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,black
data/real/images_rot180/game5_frame_007196_rot180.jpg,data/synth/images/row000238_black_c1f323ef.png,r4rk1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P1R1QPB1/3R2K1,black
data/real/images/game5_frame_001908.jpg,data/synth/images/row000240_white_1eb70f80.png,rnbq1rk1/pp1p1pbp/6p1/2pP1p2/2P5/2N1P3/PP3PPP/R2QKBNR,white
data/real/images/game5_frame_024528.jpg,data/synth/images/row000244_white_3fc76c9b.png,8/2k4p/6p1/1BpPpp2/P4P2/2b3P1/4R1K1/3r4,white
data/real/images_rot180/game5_frame_033416_rot180.jpg,data/synth/images/row000249_black_cff61bc9.png,8/2R5/4r3/1B3p2/P7/1kp1K1P1/8/8,black
data/real/images_rot180/game5_frame_004604_rot180.jpg,data/synth/images/row000254_black_129af429.png,r4rk1/5pbp/b2p2p1/q1pPnp2/8/2N1P1P1/PPQ1NPBP/R2R2K1,black
data/real/images_rot180/game5_frame_003264_rot180.jpg,data/synth/images/row000256_black_f262d21e.png,r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R,black
data/real/images/game5_frame_030000.jpg,data/synth/images/row000258_white_9940b847.png,4B3/2R5/5r2/k4p2/P7/2p3P1/6K1/8,white
data/real/images/game5_frame_024560.jpg,data/synth/images/row000266_white_dc808931.png,8/2k4p/6p1/1BpPPp2/P7/2b3P1/4R1K1/3r4,white
data/real/images/game5_frame_024772.jpg,data/synth/images/row000268_white_e572c2a7.png,8/2k1b2p/6p1/1Bpr1p2/P7/6P1/4R1K1/8,white
data/real/images_rot180/game5_frame_014972_rot180.jpg,data/synth/images/row000278_black_4e560536.png,3k4/7p/3p2p1/1BpPbp2/P7/4P1P1/3R1PK1/r7,black
data/real/images/game5_frame_031960.jpg,data/synth/images/row000283_white_3f3209e0.png,8/2R5/5r2/1B3p2/P7/1kp3P1/5K2/8,white
data/real/images_rot180/game5_frame_011108_rot180.jpg,data/synth/images/row000286_black_96eae9fe.png,1r4k1/7p/3p2p1/2pPbp2/8/3rP1P1/P1R2P2/5BK1,black
data/real/images/game5_frame_011364.jpg,data/synth/images/row000289_white_95d38c9e.png,1r6/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2P2/6K1,white
data/real/images_rot180/game5_frame_001372_rot180.jpg,data/synth/images/row000290_black_3b142877.png,rnbqkb1r/pp1p1p1p/5pp1/2pP4/2P5/8/PP2PPPP/RN1QKBNR,black
data/real/images/game5_frame_028852.jpg,data/synth/images/row000291_white_054a1095.png,8/6R1/5rB1/k4p2/P1p5/6P1/6K1/8,white
data/real/images/game5_frame_014148.jpg,data/synth/images/row000303_white_70faaf9a.png,8/4k2p/3p2p1/1BpPbp2/P7/4P1P1/2R2PK1/r7,white
data/real/images/game5_frame_033636.jpg,data/synth/images/row000322_white_dd6f148a.png,8/2R5/4r3/1B3p2/P7/1kp2KP1/8/8,white
data/real/images_rot180/game5_frame_003788_rot180.jpg,data/synth/images/row000326_black_aca212e5.png,r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PP2NPBP/R2Q1RK1,black
data/real/images_rot180/game5_frame_014124_rot180.jpg,data/synth/images/row000332_black_cd36f49d.png,8/5k1p/3p2p1/1BpPbp2/P7/4P1P1/2R2PK1/r7,black
data/real/images_rot180/game5_frame_031272_rot180.jpg,data/synth/images/row000339_black_32e5f367.png,4B3/2R5/5r2/5p2/Pk6/2p3P1/5K2/8,black
data/real/images/game5_frame_034592.jpg,data/synth/images/row000345_white_2d7e0ca4.png,3r4/P1R5/8/1B3p2/8/5KP1/1kp5/8,white
data/real/images/game5_frame_033260.jpg,data/synth/images/row000352_white_69f0563c.png,8/2R5/3r4/1B3p2/P7/1kp1K1P1/8/8,white
data/real/images_rot180/game5_frame_002472_rot180.jpg,data/synth/images/row000377_black_08c719f2.png,rnbq1rk1/pp3pbp/3p2p1/2pP1p2/2P5/2N1P1P1/PP3P1P/R2QKBNR,black
data/real/images_rot180/game5_frame_028056_rot180.jpg,data/synth/images/row000381_black_de67356e.png,4B3/6R1/3r2p1/k4p2/P1p5/6P1/6K1/8,black
data/real/images_rot180/game5_frame_024684_rot180.jpg,data/synth/images/row000384_black_a6bb66f1.png,8/2k4p/4P1p1/1Bpr1p2/P7/2b3P1/4R1K1/8,black
data/real/images_rot180/game5_frame_034536_rot180.jpg,data/synth/images/row000386_black_9b163d21.png,8/2R5/P2r4/1B3p2/8/5KP1/1kp5/8,black
data/real/images/game5_frame_002880.jpg,data/synth/images/row000389_white_e9f8d9f4.png,rnbq1rk1/5pbp/p2p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,white
data/real/images/game5_frame_002924.jpg,data/synth/images/row000393_white_5421b8b8.png,rnbq1rk1/5pbp/P2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,white
data/real/images_rot180/game5_frame_006320_rot180.jpg,data/synth/images/row000405_black_ab027bf9.png,r4rk1/5p1p/3p2p1/q1pP1p2/8/2b1P1P1/P3QPBP/2RR2K1,black
data/real/images/game5_frame_018124.jpg,data/synth/images/row000407_white_1b38e04b.png,8/2k4p/3p2p1/1BpPbp2/P4P2/4P1P1/4R1K1/r7,white
data/real/images/game5_frame_005792.jpg,data/synth/images/row000409_white_da1afb71.png,r4rk1/5pbp/b2p2p1/q1pP1p2/8/2N1P1P1/PQ2NPBP/2RR2K1,white
data/real/images_rot180/game5_frame_025744_rot180.jpg,data/synth/images/row000411_black_2aa92874.png,8/6R1/3r2p1/kBp2p2/P7/6P1/6K1/8,black
data/real/images/game5_frame_006640.jpg,data/synth/images/row000413_white_6fa0b27a.png,r4rk1/5p1p/3p2p1/q1pP1p2/7P/2b1P1P1/P3QPB1/2RR2K1,white
data/real/images_rot180/game5_frame_009308_rot180.jpg,data/synth/images/row000414_black_99d239a8.png,1r4k1/7p/r2p2p1/2pPbp2/8/4P1P1/P1R2P2/3R1BK1,black
data/real/images/game5_frame_018928.jpg,data/synth/images/row000417_white_10308abc.png,8/2k4p/3p2p1/1BpP1p2/P3PP2/2b3P1/4R1K1/3r4,white
data/real/images/game5_frame_024756.jpg,data/synth/images/row000426_white_417a3eb6.png,8/2k1P2p/5bp1/1Bpr1p2/P7/6P1/4R1K1/8,white
data/real/images/game5_frame_027140.jpg,data/synth/images/row000428_white_a0224bcf.png,4B3/6R1/3r2p1/k1p2p2/P7/6P1/6K1/8,white
data/real/images/game5_frame_017528.jpg,data/synth/images/row000438_white_d9b5817a.png,8/2k4p/3p2p1/1BpPbp2/P7/4P1P1/4RPK1/r7,white
data/real/images/game5_frame_034352.jpg,data/synth/images/row000440_white_dde6c180.png,8/2R5/3r4/PB3p2/8/1k3KP1/2p5/8,white
data/real/images_rot180/game5_frame_025024_rot180.jpg,data/synth/images/row000443_black_26af6d84.png,8/7R/6p1/kBpr1p2/P7/6P1/6K1/8,black
data/real/images/game5_frame_014008.jpg,data/synth/images/row000446_white_ec5e3e00.png,8/5k1p/3p2p1/2pPbp2/P7/3BP1P1/2R2PK1/r7,white
data/real/images_rot180/game5_frame_004168_rot180.jpg,data/synth/images/row000451_black_8535f3bc.png,r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1,black
data/real/images/game5_frame_034576.jpg,data/synth/images/row000455_white_9225fd4d.png,8/P1R5/3r4/1B3p2/8/5KP1/1kp5/8,white
data/real/images_rot180/game5_frame_009500_rot180.jpg,data/synth/images/row000457_black_2328598f.png,1r4k1/7p/3p2p1/2pPbp2/8/r2RP1P1/P1R2P2/5BK1,black
data/real/images_rot180/game5_frame_000664_rot180.jpg,data/synth/images/row000460_black_115aa961.png,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR,black
data/real/images_rot180/game5_frame_011488_rot180.jpg,data/synth/images/row000000_black_352d775a.png,1r6/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2PK1/8,black
data/real/images/game5_frame_005160.jpg,data/synth/images/row000001_white_58749833.png,r4rk1/5pbp/b2p2p1/q1pP1p2/2n5/2N1P1P1/PPQ1NPBP/2RR2K1,white
data/real/images_rot180/game5_frame_024812_rot180.jpg,data/synth/images/row000003_black_0bcaa110.png,8/4R2p/1k4p1/1Bpr1p2/P7/6P1/6K1/8,black
data/real/images_rot180/game5_frame_003100_rot180.jpg,data/synth/images/row000004_black_1a562727.png,rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,black
data/real/images/game5_frame_011152.jpg,data/synth/images/row000006_white_840da556.png,1r4k1/7p/3p2p1/2pPbp2/8/3BP1P1/P1R2P2/6K1,white
data/real/images_rot180/game5_frame_013728_rot180.jpg,data/synth/images/row000007_black_b71d0366.png,8/5k1p/3p2p1/2pPbp2/P7/3BP1P1/2R2PK1/1r6,black
data/real/images_rot180/game5_frame_005560_rot180.jpg,data/synth/images/row000015_black_4b2a065b.png,r4rk1/5pbp/b2p2p1/q1pP1p2/8/2N1P1P1/PnQ1NPBP/2RR2K1,black
data/real/images_rot180/game5_frame_001840_rot180.jpg,data/synth/images/row000021_black_248ec311.png,rnbq1rk1/pp1p1pbp/5pp1/2pP4/2P5/2N1P3/PP3PPP/R2QKBNR,black
data/real/images/game5_frame_024600.jpg,data/synth/images/row000027_white_91bfdd34.png,8/2k4p/6p1/1BprPp2/P7/2b3P1/4R1K1/8,white
data/real/images/game5_frame_032988.jpg,data/synth/images/row000028_white_b9a8e6b7.png,8/2R5/3r4/1B3p2/P2K4/1kp3P1/8/8,white
data/real/images/game5_frame_015364.jpg,data/synth/images/row000029_white_f9347921.png,3k4/7p/3p2p1/1BpPbp2/P7/4P1P1/4RPK1/r7,white
data/real/images/game5_frame_028228.jpg,data/synth/images/row000033_white_92e1868a.png,8/6R1/3r2B1/k4p2/P1p5/6P1/6K1/8,white
data/real/images_rot180/game5_frame_007236_rot180.jpg,data/synth/images/row000038_black_e20be822.png,rr4k1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P1R1QPB1/3R2K1,black
data/real/images/game5_frame_009020.jpg,data/synth/images/row000048_white_000e3c62.png,1r4k1/7p/r2p2p1/2pPbp2/8/4P1P1/P1R2PB1/3R2K1,white
data/real/images_rot180/game5_frame_000548_rot180.jpg,data/synth/images/row000049_black_69afea25.png,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR,black
data/real/images_rot180/game2_frame_000840_rot180.jpg,data/synth/images/row000024_black_2577c1e8.png,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR,black
data/real/images_rot180/game2_frame_013328_rot180.jpg,data/synth/images/row000027_black_d4711aec.png,2r3k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/5RK1,black
